tweet	sentiment
Avril Lavigne: Mit einer Verkaufsbilanz von mehr als 30 Millionen Alben ist die Sängerin eine Lichtgestalt unter ... ~http 	positive
Nabend Ladys ^^ und die wenigen Herren... die es gibt ^^	positive
so nun meld ich mcih auch mal wieder zu Wort :D bin zur Zeit leider auch etwas ausgelastet; so das ich kaum zum schreiben komme ^^	positive
In der #Elfenbeinküste verbrennen #Studierende ihre #Studentenausweise; um nicht Ouattaras Rebellen zum Opfer zu fallen. @user @user @user	neutral
So; habe jetzt genug von den Schein-Knieschmerzen. Gehe mir jetzt gepflegt einen oder zwei oder... Glühwein trinken...	na
Dieses Video musst du dir ansehen! -- grabovoi-youtube-part1.m4v ~http	positive
Sieg in Paderborn ~http 	positive
"Wat de ""Loulou"" Schiltz kann; dat kann den Halsdorf scho laang. Och heen waert viru Geriicht géint de Colonel Ries verleieren."	na
Nicht vergessen: Heute nachfastnachtliche Keller-Erstürmung ab 19.00 Uhr!	neutral
Bereits heute beginnt die Anreise zum Drachenfest nach Artlenburg. Wir sehen uns auf der Drachenwiese!!!	positive
Die Blöden haben die Weltherrschaft übernommen; und wir sind schon in der Minderheit. Wolfgang Trepper ~http 	negative
#FF Sollte in keiner Timeline fehlen: @user mit lieben Grüßen aus Dubai!	neutral
Morgen oder übermorgen bekomme ich den 32 Zoll Fernseher und ein Sony Heimkino System :)	positive
Noch eine Stunde; dann Schluss : D	positive
Gerade Update auf 2.2.1 für mein Samsung Galaxy..und immer noch ein Geniales Telefon wer brauch da schon Apple..:-))	positive
#kastagnettenkurs war mal wieder super - danke an alle Teilnehmerinnen.	positive
Video: Das sicherste Fahrradschloss der Welt Eine verrückte Technik-Idee; die nicht nur Fahrraddiebe zum... ~http	positive
"ich rede mit einer freundin über brüste und sie schickt mir plötzlich ""wonderful life"" von hurts - sie hat's erfasst!"	neutral
werd ich morgen im stande sein früh aufzustehn ??? je ne sais pas !!!!!	neutral
Wellness am Freitag und LuuBooks für Intellektuelle; Intelligente sowieso; Sammler inklusive and Highspeed-Leser ~http 	neutral
der Weg nach Hause mit d. Bennek Bus dauerte 12 Stunden lang. Bei abstellen der Köffers sank mein man; und hat einen Slaganfall erlitten.	negative
"Man merkt dass Microsoft hinter ""office: mac"" steckt. Die Installation dauert ewig und 3 Tage !"	negative
Demonstrant mit fremdenfeindlichen Parolen auf der Uni-Brücke.  #Rub #Bochum ~http 	neutral
Eon-Chef verzichtet auf Vortragsfolien - sonst müsste er sie womöglich sogar noch veröffentlichen. #Ethik #fail	negative
Der Nikolaus war auch auf dem Kapellenhof und drehte mit den Kids sogar ein paar Runden auf seinem Schlitten! ~http 	positive
Hallo ihr Lieben!  Das Kontaktformular für die Grußkarten ist online! Es darf sehr gerne benutzt werden :)  Die... ~http 	neutral
Also immer nur eine Verlinkung auf eigene Seiten finde ich auch nicht so superspannend... oder man nimmt es hier nur als #Trafficbringer	negative
noch voll gestopft von gestern... :-O mit mamas weihnachtsgeschenk spielen :P Nintendo DS :)	positive
Ich bin bald durch mit Arbeiten. Nur noch ein paar Tage. Leben; ich komme! &lt;3. (Gute Nacht; Welt. Ich hab Frühschicht!)	positive
Ich hab KP; was ich schreiben soll...	neutral
"Ich dachte .. wir ... waeren Freunde! ""Freunde? Alter.. Nur weil ich dich genagelt hab; bin ich nicht dein Freund; Jesus!"""	neutral
Zurück in Curacao :)	positive
#ff @user @user @user @user  Schönes Wochenende euch allen	positive
"Dieses Video musst du dir ansehen! -- Manfred Kriegel; (THE PANHANDLERS) Cover ""POOR BOY"" (THE LORDS).MPG ~http  via @user"	neutral
es gibt Lieferengpässe für die neue Sony Vaio F-Serie Notebooks. Na ich warte dann wohl noch etwas; aber lasst mir bitte eins übrig ja? :D	neutral
Meine Oma ist echt zu hart. Streut Cheyenne-Pfeffer über die Chips und stellt sie dann den Jungs heimlich wieder auf den Tisch.	neutral
fragt sich gerade; wie man es ohne Samsung #Galaxy S i9000 aushalten konnte.	positive
Na wer hat denn bei Sony die ganzen persönlichen Daten geklaut?Geohot? Wie gut das ich ne Wii hab.Alle mit Bankdaten kontroll.eure Auszüge!	neutral
flyer im druck!  30.01 mit disco soul; funk von jenndy&hong; indieclash von philipp&claudia's discoinferno; detroit techno by brinker. yeah!	neutral
Neues Event: ~http 	neutral
Geld-Rot finde ich ganz schön hart... #fcb	negative
Zukünftiger Samsung Galaxy Besitzer vom Nebentisch hat endlich das Lokal verlassen. Selten soviel Schwachsinn (mitan)gehört.	negative
Ich habe gerade einen anderen Blog eröffnet: ~http  Keine anderen Fotos ... aber mir gefällt das Styling mehr	positive
der sommer ist die eindeutig bessere jahredzeit!	positive
Feierabend und Sonnenschein - so wünsch ich mir das! Na hoffentlich haben die Jungs und Mädels bei Rock am Ring auch soviel Glück! #rar	positive
Aus religiösen Gründen - Stewardessen müssen zum Busen-Test ~http	neutral
"SMS schreiben; mit so einem sog. ""nicht iPhone"" ist ganz schön schwierig"	negative
ich kauf diiiiiiiiiir gucci und pradaaaaaa #SVVAG	neutral
Erdbeben in Köln?! Sorry; das war ich! Hatte die glorreiche Idee mal wieder Laufen zu gehen...	negative
Schmadtke als Sportdirektor; mmh. Aber warum sollte der H96 für unseren Chaosklub verlassen... #effzeh	neutral
Das perfekte Geschäft   ►► VİDEO  ~http 	positive
Chinesische Weisheiten: Ein reines Herz lässt die Schönheit einer Frau wachsen ~http  via @user - Oh wie wahr!	positive
Ich habe @user gerade 6mal gefavt. &lt;3	positive
die Bild hat schon das Sommerloch entdeckt...so bereiten sie sich auf einen Zombie Angriff vor	neutral
"Noch mehr Fliegeransichten bei Panoramio? ~http  Viel Freude beim ""Sessel-Fliegen"" und Träumen..."	neutral
Hab gerade Werbung für den App store in einem #Android app gesehen :-D #fail	neutral
#Holzwickede Haushaltsberatungen: Hälfte der Sparvorschläge gar nicht realisierbar: Seit Anfang der Woche sitzen... ~http 	neutral
Ich mag ein YouTube-Video. -- Der neue Audi A6 - Nachfolger mit geschärftem Charakter ~http 	neutral
alles muss raus!!!! piercingschmuck 50%	neutral
schon ein Bier macht mich depressiv. jawoll!	negative
"Oh man; unser Besuch weiß nicht was ein ""Hackenporsche"" ist"	negative
Comment on NRW: Erdbeben der Stärke 4;4 by Michael: Hm… In Nettetal nichts davon gemerkt. Vielleicht war ich auc... ~http 	neutral
M4 am 22. Mai 2011 LIVE in Pirmasens ! TREFFT DIE JUNGS PERSÖNLICH ! EINTRITT FREI ! ~http 	neutral
Ein weiterer kulinarischer Höhepunkt! ~http 	positive
Schön war´s - Jahresempfang des Wirtschaftsforums #Hersbruck - die #Werbegemeinschaft lebt! ~http 	neutral
Und wir machen uns knackig (@ McFit Bonnerstr) ~http	neutral
Marduk is der Stadtgott babylons Wusst ich garnich :D	neutral
Paris Hilton kommt am 3.2. nach frankfurt...wer nimmt mich mit dorthin ?^^	neutral
Ich liebe @user. Aber leider bin ich nur einer unter Milliarden. :(	negative
Ich glaube das maedl will mich veralbern	negative
WahlRECHT; liebe Leute. Nicht WahlPFLICHT. Das ist ein Geschenk; keine chronische Krankheit. #Wahlmuffel	positive
Nettes Tool für #Socialmedia - über welche Plattform erreiche ich welchen Kunden? ~http 	neutral
Kurioses Plugin: Das Bild hängt schief. ~http 	neutral
Neu @ Kingbonus Samsung S8500 wave Gewinnspiel ~http  #geld #sparen	neutral
Ich weiß; warum alle Welt MonCherie einpackt und verschenkt: Fragt man die Leute nämlich höflich; nehmen sie's nicht!	neutral
#S21 #Stresstest Nahverkehr im Filstal oft nur 30 Sekunden geplante Haltezeit --&gt; Verspätungen einprogrammiert	negative
Hhm; lecker! - Rezepte; die Kindern wirklich schmecken - von Karolina Sparring et al. - Thorbecke. ~http 	positive
Endlich: Die Nike Sneaker aus „Zurück in die Zukunft“ sind da! [Bildergalerie; Videos]: Turnschuh-Fan? „Zurück i... ~http	positive
ich glaubs ja gar net; die paracetamol hat echt was gebracht... O.o dann geh ich jetzt schlafen! gut nacht... =)	positive
Nichts zu tun... Vielleicht sollte ich mal was für die Schule machen?! Wäre wohl nicht schlecht =D Mal schauen...	positive
I liked a @user video ~http  Die Sendung mit der Maus - Liebe	neutral
ins Bild -.- In einem Monat bekomme ich warscheinlich Sony Vegas Pro *_*  Achja und weil es grade speichert hängt das Internet total	neutral
Hat sich eigentlich schon mal einer von Euch gefragt; warum @user sein Handtuch nicht mehr vom Kopf nimmt? Bad feather day?	neutral
Das war mal nen anstrengender Tag! Aber morgen ist ja Wochenende. Problem nur; das ich da auch volles Program habe.	na
ich grab einen geheimen tunnel von mir zu meiner herzdame...x]	neutral
Boah gerad beim rasieren aftershave ins Auge bekommen - echt fies wie das brennt. Nunja dafür is die Kontaktlinse wieder lupenrein :-D	na
Schmiere mir gerade Haarfarbe auf die Ohren. D:	negative
Ich mag ein YouTube-Video. -- Die Ärzte - Geisterhaus mit Text ~http	positive
Ooh danke Fussballgott; Iniesta und Paul..Spanien ist Weltmeister!!! :D	positive
Getade aufgestanden...mal sehen ob wir essen bekommen x.x	neutral
Navigationen ausblenden im #PHPKIT 1.6.5 leicht gemacht. Mehr Infos: ~http 	neutral
Pro7 & Sat1: Unterhaltung trotz Feuer ~http	neutral
Ich hab jetzt nur noch meine gefürchtete Physikklausur vor mir. Gott segne mich. XD	neutral
Kochidee des Tages: Selbstgemachte Bandnudeln in Mehlschwitze - ganz einfach; ganz lecker! ~http 	positive
Oh Gott. Ich muss jetzt was essen.	negative
Eines meiner Lieblingsrestaurants ist verschwunden -- inklusive dem gesamten Gebäudeblock...	negative
Wieso sieht Google heute eigentlich aus wie Bing? Haben die tatsächlich endlich Microsoft gekauft?	neutral
Man man man; den Job von der Eichinger kann ich auch noch machen; blablabla...#dsds	negative
"Quäle mich gerade durch ""Blut & Barolo"" ... Leseprobe gefiel mir; aber irgendwie kann ich jetzt mit den tierischen Helden nix mehr anfangen."	negative
Ist es nur freundschaft oder doch mehr? Ich weiß es nicht!! Ich bin da; wenn du mich brauchst.Ich glaub ich bin unglücklich verliebt :/	na
Also diese Sarah Engels ist mir absolut unsymphatisch! Also der würde ich kein Meter trauen #DSDS	negative
So; heute mal etwas früher ins Bett. Morgen Besprechung; möglichst ohne große Müdigkeit über die Runden bringen...	neutral
Für Gewinner: ~http  Pokal aus Kristallglas! ~http 	neutral
I hate this Sony nonsense! „Dieses Video enthält Content von Sony Music Entertainment und APM. Es ist in deinem Land nicht mehr verfügbar.“	negative
Kein Spiellicht in der O2 World. Seit 30 Minuten Drittelpause. #ebb #fail	neutral
Reiche fordern Reichensteuer; aber erst NACHDEM sie ihre Koffer in die Schweiz gebracht haben. Ihr wisst schon: Urlaub (zwinkerzwinker)	neutral
Schlafen. Morgen Berufsschule; dann zu Angie :3	neutral
Dort lebt er mit seiner Mutter und seinen zuckersüßen Geschwistern „Snickers“; „Bounty“ und „Toffy“. Es geht um Twixx!!	neutral
Die buehne fuer heute abend :)  ~http 	neutral
Die Fußballmädels sind zwar draußen. Aber die hier kickt einfach unbeirrt weiter. Und zu haben is‘ sie auch noch: ~http 	neutral
lächerlich	negative
sitzt auf ihrem Garagendach und genießt SN die 3 te :)	positive
Ich empfehle: DER FLIX - Heldentage 2.0 vom 24.02.2010 ~http	positive
Ach; der neue 3DS-Preis erhöht nartürlich denn Druck auf Sony und so ^_^'	neutral
um viertel vor 11 wieder 1 1/2 std fahrstunde xx hoffentlich kann ichs noch xD haha	neutral
Und der Jung ist erst 19; so neben bei ;) RT @user Alter Falter! RT @user Das Tor war so hammer ~http 	neutral
Bei SONY waren selbst die Hacker von dem Sicherheitstandard der keiner ist entäuscht... ~http  #security #Hack	neutral
achja hab das neue essence und p2 sortiment gefunden *o* wuhuuu xD	positive
Wir können ja einen offenen Brief an die CDU schreiben; auf dass die Sorgen verbieten. Ich wäre dafür. @user	neutral
#Killerspiele #verbot #gez #bürgerrecht #zensur ~http  #piraten+ #cdu- #spd- #btw09 #spiele	neutral
Ich bin morgen weg; höhö.. Ich schreibs dir dann ^^ @user	neutral
ENDLICH... ab 23. Dezember im Kino: ~http  #tintin #spielberg	positive
Sagte gestern ein Typ zu mir:'Mensch; ohne Jogginghose hätte ich dich ja fast gar nicht erkannt.Du kannst ja richtig chic aussehen!'-Spasti!	negative
Das schöne an Hausverbot in der #bgs: Man kann sie aussprechen ohne dass man das Schiedsgericht oder Ordnungsmaßn. braucht. (cc @user)	positive
Nintendo will keine “Garagen Entwickler”-Spiele auf Nintendo Geräten ~http 	neutral
Ich hab nen Pott voll grüne Bohnensuppe gekocht; wer was will möge bitte mit einem Tellerchen vorbeikommen. Gez: Der Suppenkasper	neutral
Nicht toll; nach Sony wurde nun auch BioWare gehackt.  ~http  @user @user @user	negative
Brilliante Eikommensmöglichkeit 1/5 ►► VİDEO  ~http 	neutral
"Lt Synonymwörterbuch sagt man auch ""bemannt""/""beweibt"". Ok; muss ja nicht alles nach 7.Himmel klingen; das aber klingt nach Zuchtstation Ó;ò"	negative
ist schon seit einer Woche MCTS: Microsoft Office SharePoint Server 2007 - Configuration (2009) ; gibt damit aber nicht so an ;-)	neutral
i'v a stomachache.	neutral
Ich gehe jetzt schlafen und ja; ich weiß; dass es Freitag ist :/ Aber ich bin so kaputt! Gute Nacht euch allen später &lt;3	neutral
Ganz feines Video: RT @user hot chip hot chip hot chip - es ist so geil! ~http 	positive
Jetzt werden marci und ich schon per Handschlag beim döner begrüßt. Wir sind halt zwei stadtbekannte Größen!	neutral
Da sitzen die profimuetter mit ihren gucci taschen und den teuren kindern #angekommen #hamburg #rothenbaum :)	neutral
Apple und Microsoft erwägen Bündnis gegen Google  ~http 	neutral
pff; wer braucht schon liebe oder schlaf ?!	negative
in dr Stadt.|will nach Hause :D	neutral
Die ersten Menschen beschweren sich schon das meine ICQ nummer kapput ist! Nein ist sie nicht das muss so!	neutral
ja ok dann sag ich ma Neu &gt;&gt; microsoft veröffentlicht windows update - zweck dieses update ist unbekannt (cont) ~http 	neutral
macht Facebook heute auch noch was anderes außer #Fails anzeigen //mg	negative
Neues Lieblingsvideo gefunden! :-) ~http 	positive
"Heinz Strunk (""In Afrika"") ist sehr komisch; aber auch absolut ohne Mitleid. Das scheint zusammen zu gehören."	neutral
Ich empfehle: Dodge & Burn ~http 	positive
euer bester freund	neutral
Heute #Worldcup! Leider noch ohne #ger dafür aber schon mit #fra! Das wird noch ein spannender Abend heute!	positive
"Mankiw (Buch S. 5): ""Wenn die Regierung den ökonomischen Kuchen in gleichmäßigere Stücke schneidet; wird der ganze Kuchen kleiner!"""	neutral
"In Europa gibts ja schon schwarze Pisten; in Kanada ""double black diamonds""; und das wo die Ösis sonst das Skigebiet sperren würden! Rules!"	positive
Guten morgen 	positive
Lw ;P | Wer Will Verheiratet Oder Soo Haben ? ; Nachricht Schreiben  «3	neutral
kommen gerade vom Plastic Bomb Radio Interview... danke an Sven und  Vasko... Ausstrahlung ist am 17. November... natürlich live!	neutral
Ich will ein Asteroid von Parrot bei @user gewinnen #gizmodoDE	neutral
Wow! Duisburg ist doch nicht so tot; wie es manchmal tut!! Vielen Dank an alle Anwesenden; war ja mal wirklich... ~http 	positive
Bear grylls ist der einzig wahre MacGyver	neutral
Sie findet kein Ende! (@ Bazaar) ~http 	neutral
Ich will diese Liste hier gewinnen: ~http  #tweetpaketverlosung #tweetpaket	neutral
Bio hab ich mir jetzt regelrecht reingedroschen. :D Völlig überfordert und im Stress; aber trotzdem glücklich .. irgendwie. :&gt;	positive
Unser heutiger Stargast! :-) ~http	positive
Rip Puckelpop opfer :/	negative
Salz für die Nase &lt;3	positive
Die Bläser der Big Band; die noch keinen Ständer haben; sollen nach oben gehen und sich einen runterholen	neutral
SCHICK!! RT @user Samsung Galaxy Tab 10.1 Unboxing und Vergleich mit iPad 2; TouchPad; Iconia Tab und Eee Pad… ~http 	neutral
Samstagmittag der Schädel brummt; die Lunge pfeift!	negative
scheeiße :D ich will aber ! x'D	negative
Das perfekte X-mas Geschenk! ~http 	positive
wuhaaaaaahaaaaaaaaaaaaaa; wer hätte gedacht; dass ich auch bei twitter angemeldet bin ^^	neutral
Sämtliche Apps vom Ipod gelöscht um Platz für das Wichtigste zu machen: MUSIK; dafür hab ich das Teil schließlich. Tschüss Angry Birds & Co	neutral
schönes Wochenende dann noch! Was??	neutral
sooo müde &gt;3&lt; gute Nacht!	neutral
"Vorhin heiße Zitrone getrunken und gedacht: ""Woran erinnert dich das nur?!"" Nun Fällt's mit ein. TEQUILA 8D"	neutral
Gefahr fuer freie Medien in Ungarn; ~http  #wienerzeitung	neutral
"Zitat @user : ""Biep! Crckz! Ratter-Ratter! Mehmep! Wiisssssd!... Was denn; ich bin ein Drucker!"""	neutral
Das Hamsterrad laeuft und laeuft und und laeuft und laeuft und laeuft und und laeuft...  Ich lauf mit.	neutral
" Du liebst mich nich; du willst nur sex! D': -"" MAMA!"""	negative
Hör dir Jennifer Lopez Feat. Pitbull von On The Floor an! Ich habe den Song gerade mit TrackID™ von Sony Ericsson gefunden.	neutral
kann man ne ausbildung zum profi messy machen ?=?	neutral
Lustig zu sehen; dass Microsoft dort angekommen ist wo Apple vor ca. 3 Jahren war - mit iOS 1.0 ;) ~http	neutral
Boah @user und @user stinken mal wieder heftig aus dem maul.. Am verwesen?	negative
So n Mist; warum ist der Akku vom #G1 immer leer	negative
mit conny mandalay ;)	positive
Ich habe ein YouTube-Video zu meinen Favoriten hinzugefügt. -- Jennifer Rostock - Paris ~http	neutral
Facebook Busted in Clumsy Smear on Google ~http  via Spiegel Online	neutral
Twitter hängt und hat wohl mit technischen Problemen zu kämpfen???!!! ich kann meine nachricht nicht posten!!!!!	negative
Ich mag ein YouTube-Video. -- Glücksbärchis Theme ~http 	positive
Masse statt Klasse? Folgt man z.B. @user wirds schon unübersichtlich. Masse und Klasse wäre gut...	negative
234 Fans? und Nike hat mehr? Das geht doch nicht! Liket mal schön ... für #FAIRTRADE ~http	negative
wieder zuahuse.. xD war doch ganz schön ;) .. gleich mal schnell duschen dann gucken was geht (:	positive
Zugeschneiter Eingang uzu den Ferienwohnungen ~http 	neutral
Letztes Mal #Frauentausch war lustiger. Diesmal ist es ziemlich lahm.	negative
guten morgen ihr Verrückten	positive
Die ^-Taste sollte zu ^^ umfunktioniert werden. Einzeln braucht man das Ding doch sowieso nicht ^^ ( &lt;-- Siehst du?  Zwei! )	positive
So ich verlasse euch bis sonntag hab euch lieeb :*	positive
Träumen von warmen Eislutschern: ~http	neutral
Hundi liebt Fußball! Was für ein Glück; dass ich zz nicht werfen darf; sonst hätten wir diesen Spaßt nicht für uns entdeckt! #Ridgeback	positive
Faster! Seit langem mal wieder ein Action Film der richtig gut anzuschauen ist.	positive
Zu einen dieser ominösen Abstürtze ist es nicht gekommen! =)	neutral
Windows 7 Deployment Wettbewerb - nehme teil und gewinne exklusiv eine Reise zu Microsoft nach Redmond - ~http 	neutral
Grad lange mit @user in der #lateline geredet. Und dank seiner ReTweets gleich wieder was gelernt.	positive
9 von 10 Stimmen in meinem Kopf sagen ich bin nicht verrückt! Die andere summt die Melodie von Tetris...	neutral
Endlich gute Live-Bands für die kommende Festival-Saison? ~http	positive
Wichteln twittern!!!: Also Ihr Menschen habt schon dolle Techniken. Wir haben jetzt Twitter entdeckt. Zwar mach.. ~http	neutral
Ich werde jetzt noch ein paar Zeilchen schreiben und dann hochladen; yöööööy. Unbetagelesen; weil Nacht ist und weil ich cool bin.	positive
Viel versprechende #effzeh Zugängen bis jetzt; nur noch Hajnal fehlt mir.Nur mal so;der gescholtene Meier war schon sehr weit mit d. Spieler	positive
Die sonne nervt :D	negative
Verfassungsbeschwerde gegen Websperren-Gesetz ~http 	neutral
Düp düp düp noch 10 minuten :)	positive
Uh danke Facebook. Endlich haben die Leute den alten Chat wieder. Und das Geweine ist zu Ende.	positive
Betrachte verstohlen die Kollegin. Die hat sich eindeutig hochgeschlafen. Ganz allein; vorm Bildschirm lümmelnd.	neutral
Sinnvolllos.	neutral
Wieso macht Nintendo Werbung fuer goldeneye mit Grafik aus der Steinzeit ?	negative
heute is i-wie ein beschissener tag.. .. ... (jaa.. ich weiß ich verbreite wieder nur schlechte laune.. dankeeeee... xD xD)	negative
Qualifizierung wird zum Live-Erlebnis auf der CeBIT 2011! Die Bundesagentur für Arbeit präsentiert sich interessant! ~http 	neutral
"Sie braucht für mich den ""Alle Foren immer als gelesen markieren""-Button."	neutral
Zurück von der #fusion - Gesund und glücklich; aber nass!	neutral
Eis essen; Zähne putzen und ab ins Bett. :D	neutral
das aber n tolles Video! ~http  :-)	positive
Auf großer Oster-Mission für Sony unterwegs. Als Belohnung warten tolle Preise auf mich: ~http 	neutral
Ehrlichkeit is ein teures Geschenk; dass man von billigen Menschen nicht erwarten kann.	neutral
schön war es wieder mal bekannte gesichter aus den ersten wochen zu sehen. trotzdem - Det. 8. April ;D	positive
..omG..wiee soLL ich 1 Wochee ohne GzsZ übersteHen :(	negative
Yey; gestern war fett (: || Auch Wenn Mir 20 Euro fehlen.	positive
hat grad glückskekse gebacken.	neutral
Has ma Kleingeld? WAS? SEH ICH AUS WIE FRAU HOLLE ODER WAT???	negative
Heute: Erste-Hilfe-Kurs. Yay.	neutral
ich suche noch immer nach einer erklärung; warum die feuerwehr aus #gengenbach nachts um 5 uhr mit martinshorn fahren muss. ideen?	negative
"Wir ""rennen"" jetzt auf die Microsoft Standparty :) Aber vorher noch Franzis Wrap Up vom #CeBIT Tag 3.... ~http "	neutral
Und wenn es das letzte ist was ich tue...	neutral
Awesome - nach 8 h Dauernutzung meines Samsung Wave ist das Akku immernoch halbvoll #gsda	positive
Wir wünschen ein schönes Paderborner Schützenfest	positive
Rooney-Kopfball-Tor nach Haartransplantation belegt: Er ist der schlaueste Fußballer der Welt (Kopf nicht nur zum Haareschneiden).	neutral
"Read my response to ""Jahresurlaub; lange darauf gespart. Und dann kommt Murphy um die Ecke und du stellst fest das…"": ~http "	neutral
Ich wünschte wirklich; es würde weniger Wind wehen. #Hamburg an einem #Sonntag im #Sommer	negative
Harry Potter zu Ende .. kann ich mir nicht vorstellen	neutral
Bisher größte Krachmachergruppen: Lebenshilfewerk Mölln-Hagenow (100 Krachmacher) und Lebenshilfewerk Pinneberg (70 Krachmacher)!!!	neutral
halli hallo ich schreibe gerade meinen ersten twitter eintrag ueber meinen nintendo ds mal schauen ob es funktionirt	neutral
Yay! Das neue Eden in Neunkirchen arbeitet ab 28.01 mit Digital 3D :-)	neutral
Moin Moin heute ist bergfest. Noch 2 mal schlafen dann wird das wochenende eingeleutet	positive
Eine Packung Nerdwitze: ~http  (@monkeydom @user)	neutral
Hitler-Bier laut Bild geschmacklos. Ich finde man hätte es aus Protest gar nicht erst trinken sollen.	neutral
Für Freunde von Sony Kameras und Camcorder und die; die es noch werden wollen: Alle Sony Produkte in einer Welt: ~http	neutral
Am 7. Tage sollst du ruhen- nur welcher ist der 7. Tag im #Twitterland ? Allen ein wenig Ruhe in dieser hektischen Zeit !	neutral
Lust auf Tomaten und Gurken? Gemüse Insel Reichenau!!  PS: Hoftl. Ist bald der Virus tot !!!	na
Bitte sag; dass die weißen Flocken auf dem Mantel meines Kollegen Schuppen sind	neutral
Mit Interesse verfolgen wir die Vorgänge um den Erwerb der Ordensburg Liebstädt. Ein thüringisch-sächsisches Theaterstück ohne Gewinner ...	neutral
frage mich; ob das ergebnis einer bürgerbefragung von wankelmütigen politikern in #lehrte anerkannt wird.	neutral
+49 151 27057180 Was da stalkt jemand @user? haha; der muss sich wohl bald ne neue Nummer zulegen :&gt; +49 151 27057180 RT RT RT	neutral
Durch #Karajan habe ich eigentlich #Klang als Klang schätzen gelernt ; meint #Christian #Thielemann; bald Chef der #Dresdner #Staatskapelle	positive
Beeindruckend; dass immer nur die Politik Kultur kaputtspart; nie jedoch ein Kaputtwirtschaften der Kulturbetreiber in Frage kommen könnte.	negative
er hat seine frau verlasen!! ohh ha o.O	negative
Gizmodo - Microsoft gibt Google Schuld an YouTube-Problemen in Windows Phone 7 - ~http  // selbst schuld wer eins hat :))	neutral
Heute bei Yahoo! Music: Avril lässt sich scheiden. Warum heiraten Celebs überhaupt so früh? ~http 	neutral
Heute das neue Samsung Galaxy i9000 bestellt. IPhone Killer? Vom Display her auf jedem Fall ;)	positive
Dachte eigentlich;dass wäre ein Witz;aber wohl doch nicht: Heute Entscheidung über Wichniarek! Spielmacher wird dringender benötigt! #effzeh	negative
Döp Döp Döp !!! #Gladbach	neutral
!es hat wieder geschneit! :(((	negative
Überlege meine PS3 abzuschaffen? RT @user Sony geht weiter gegen Playstation 3 - Hacker vor: ~http 	neutral
Oh und Bild mitschicken hilft ;)  ~http 	neutral
ich frage mich was an twitter so toll ist...so ein großes mitteilungsbedürfnis habe ich auch net;)	negative
Grosssägerei nach Thüringen; bündner Regierung bezahlt womöglich noch den Umzug; damit's eine runde Summe wird; die man in Sand gesetzt hat!	negative
Ich will wieder Freitag..	negative
Beißt herzhaft Du in Krapfen rein;  sollt Auffangschüssel drunter sein...  #konfitüreauflektüre	neutral
Habe am Wochenende bei der Tante einen Vintage Gucci Weekender abgestaubt! Jetzt müsste man halt nur mal verreisen...	neutral
Für wie blöd haltet ihr uns Hunde eigentlich? ~http  #briard	negative
"Vorhin an der Kinokasse war eine ganze Schulklasse vor mir. Dachte mir nur "" bitte nicht den gleichen Film"". Die waren echt laut."	negative
Ich werd gleich isotonisch.	na
mit @user; @user &'  @user chilln &lt;3 boaa!	positive
Soeben Kräuterbuttergewürz; Hähnchengrillgewürz und Currymischungen in die Nähe von Hamburg; nach Pinneberg verkauft. #KohlsLaedle sagt Dank	neutral
Coole Seite  zum #Tatort: Das Wort zum Mord ~http 	positive
Na bitte; geht doch! Ein wunderschönes Beispiel dafür; wie sich eine negative Botschaft positiv verkaufen lässt.  ~http 	positive
Wie du hast bis drei geschlafen ? :D Ach du scheiße.	negative
"höre einen großartigen Vortrag von Alex Kirlik über ""ethical design"" bei der  ""Usability Professionals 2009"" (UP09)"	positive
Auto abgeben ;-( (@ Audi Zentrum München) ~http	negative
mhh was fang ich jetzt mit dem Wochenende an? Vlt sollte ich mir mal ne Winterjacke kaufen.. Es schneit nämlich -.-'	negative
Sooo;im out :)	neutral
halb zehn in deutschland. verkehrscaos in münchen. als ob die leute noch nie schnee gesehn haben	negative
Steffi Holz: Alltägliche Ungewissheit. Erfahrungen von Frauen in #Abschiebehaft. Literatur bei Unrast: ~http 	neutral
Ab und zu wäre erst ''denken'' und dann handeln besser. Aber man das kann ist die Frage ;D	negative
Allein daheim; allein daheim. Dabei sind meine Eltern und meine Schwester zuhause.	positive
kollegin ist sehr erstaunt darüber; dass sich ptfe nicht wie metall schweißen lässt... ich bin sehr erstaunt über kollegin.	negative
hahahaahaha.. qaiiiil wenn so gut nur unser Fc Köln wäre &lt;3 :D	positive
Bald erwartet mich einen Audi #RS6 Avant. Come On Come On; I like it i like it! :-D	positive
was zum geier ist AIKIDO????	neutral
Verkopft und zugenäht	neutral
Zockt mit @user auf der ganz alten Nintendo voll retro SWAG	positive
"...davon hingegen kann ich nie genug bekommen :) Bild: ""Erster Eindruck: Nintendo beschränkt sich nicht darauf;... ~http "	positive
Ich will ein iPhone 4 32GB bei iPhoneTeam.de gewinnen! Gewinnspiel auf ~http 	neutral
Dass meine Hand perfekt in deine passt; kann doch kein Zufall sein.	positive
Zweifel sind Verräter. Sie rauben uns; was wir gewinnen können.. wenn wir nur einen Versuch wagen würden.	neutral
mein papa hat jetzt 'xoxo' und ich nicht. wusste gar nicht das der sowas hört.	neutral
Nicht Gesund; aber Mitten im Leben: Berlin; Berlin ~http 	neutral
Mir is kalt...	neutral
Stop! nein das kann nicht war sein!	negative
Steuererklärung: check :)	neutral
Guten Morgen Jetlag... ;)	positive
