sentiment	numberagreed	tweetid	tweet
neutral	2	11318	Social Media Fail: Von Fehlern lernen | MaWoGo GROUP ~http 
negative	2	4235	BlackBerry Enterprise Server 5 hat mir gerade fünf Stunden meines Wochenendes geklaut! Danke #RIM
negative	2	21241	man... warum kann Baby nicht wenigstens das Princess Drop von der Sale Seite nehmen? Hab mich eben schon wieder grundlos gefreut -.-...
negative	2	27439	Putty is geil ... 3 Verbindungen abgebrochen ... hauen die 3 Teile meinen i5 auf 100% Auslastung ... wtf! #putty #fail
negative	2	43069	was soll das denn jetzt heißen
positive	2	20214	Ein vorverlegter #ff damit er wieder mehr twittert an @user :D also meine Lieben; folgen; folgen; FOLGEN!!!
neutral	2	45555	Wehe; der VW Wolfsburg holt ›meinen‹ Hans Meyer ... ☹ #FingerWegVomFeuerwehrmann
neutral	2	2941	bin schlafen; leute. gute nacht&lt;3
positive	2	20239	Busfahrer muesste man sein. Da wird man von der Leitstelle vor Blitzern und Radarfallen gewarnt ;) #Frankfurt
positive	2	12451	Ne Stunde schlafen; dann nen guten EIndruck machen &amp; dann in die Stadt! :D
neutral	2	9469	Ich habe ein YouTube-Video zu meinen Favoriten hinzugefügt. -- Christina Aguilera Nati... ~http 
negative	2	91668	Grade CS gehabt kurz vor dem Erguss kackt mir Skype ab ich werde Microsoft anzeigen!!
positive	2	2081	Hier fließt der Mozzarella in Strömen.
positive	2	30296	Leb zieh dich warm an wir kommen und rocken dich platt @user wird gemacht ich tanz für dich mit ;)
negative	2	16284	Früher konnten mich nur ein paar Nachbarn nicht leiden. Seit ich bei Twitter bin; hassen mich Menschen aus aller Welt.
neutral	2	18744	UFFIE UFFIE - wäre ganz nice so
positive	2	7150	Nicht jeder kann immer der beste sein - heute bin ich's :)
neutral	2	32690	macht weiter mit: ~http  der superpoll zur #ahrens-affäre in der #lehrter kleinstadt. wozu der #obi die menschen bringt
neutral	2	10425	schlafen...xD
neutral	2	38697	ich werd jetzt schlafen gehn.. guuuuten nacht.. (:
neutral	2	38319	Kein Aprilscherz! Bis Sonntag; 03. April 2011 nur 2;50 Euro Versandkosten bei Kotte & Zeller. Mehr unter ~http 
negative	2	18657	bei dem wetter kann  man ja nur OC Lieblingsfolge Regen gucken; nenene
positive	2	1741	‎1. Urlaubstag: nuja mal schauen mieses weTTer erstmal zocken und kaffee trinken dann weiter schauen nachmittag bissl mit mausi sein &lt;33333
neutral	2	21122	Aha... iPhone und handschuhe funktioniert nicht #manlerntnieaus
neutral	2	23886	343 neue Tweets? Mehr nicht? Muss mal mehr followen :3
neutral	2	26855	Neuer Auftrag: Falterchaos [W1] - ~http 
neutral	2	42998	Neuer #Computer-Schädling braucht keine #Sicherheitslücke; um sich zu verbreiten - ~http 
neutral	2	39500	Grausiger Fund in Mexiko: Sechs Tote werden nach einer Hinrichtung in einem Stadion aufgefunden.Foto: dpa bildfunk
positive	2	34202	Sie schreibt; liebt Sci-Fi und die Katzen; mit Ihr gibts immer was zu schwatzen #FF_@HannaJulian
neutral	2	11549	(zitat) Edward aus Twilight ist kein Vampir! er isst keine Menschen; er lebt im Wald  und er glitzert... Edward ist eine Fee!
positive	2	25124	Dominic in Inglitsch und sein Schummler; I like!! ~http 
negative	2	30006	Jetzt muss ich die ganze Zeit Cartoons gucken; damit sich die Obdachlosen Kinder nicht langweilen
neutral	2	65103	Im letzten Adventstürchen verstecken sich 10 MNY LEs  und eine Nintendo Wii plus Dancing Stage / Hottest Party ~http  =)
neutral	2	1941	Meine Mutter meint ich soll mir die Haare blond färben. Sie werden rotblau! *o*
positive	2	42836	Mein neues Soloprojekt VOM LEBEN GEZEICHNET gibt es ab sofort auf ~http  zum kostenlosen Download! Herunterladen und lieben ;)
neutral	2	23061	"Schatz; schläfst du schon?" - "Ja; sie schläft schon. Gruss Peter"
positive	2	27523	Schöne Entlassungsfeier; nun Abi-Zeugnis in der Hand und später auf dem Weg zum Hurricane
positive	2	664	Naja; wenn Gutenberg nicht mehr Doktor ist; ist es nur fair; dass ich jetzt Bachelor bin; oder?
negative	2	41139	Dann können @user und @user ihre Propaganda-Accounts ja jetzt auch löschen; oder? #ltwsa #ltw2011 #lsa #NPD #verhindert
neutral	2	25630	Wahlergebnisse schau ich auf ZDF immernoch viel lieber ;-)  Die FDP in einer Ampelkombi wäre nicht sonderlich prickelnd...
neutral	2	29188	So Formel 1 am Sonntag hat ein Ende - und was für eines!
positive	2	16499	"Das mit dem Liebeskummer vergeht wieder. Der Schmerz ist jetzt nur so groß; damit du schneller vergisst; wie schön deine erste Liebe war."
neutral	2	23471	Liebes Motorlämpchen da bist du ja schon wieder? Du magst mich ? Ich ignorier dich weiter ! #Fail #Peugeot
neutral	2	46070	Haarband; Adidas Jacke und Zahnspange :D:D:D  iloveu
negative	2	23085	Der Herzbube und Berlin schienen das gleiche Ziel zu verfolgen; das Finden von Marlov. Und ich war eine Marionette in einem dreckigen Spiel.
neutral	2	84929	Googolopoly... wer baut sein Googleplex auf Microsoft und Yahoo? Wer bleibt im 404 Error hängen?  ~http
positive	2	13399	Herzlichen Glückwunsch Daniel Schuhmacher! ~http  - eigener Song mit Gänsehautfeeling:)
neutral	2	15553	Junge Hunde sind wie Kollegen. Wenn sie mit besonders glücklichem Lächeln in den Raum traben; haben sie Dir heimlich wo reingeschissen.
neutral	2	10524	Gleich..ähhh..wiedeer bei Cinni ;D
positive	2	1651	begrüßt ganz herzlich Andrea Meyer - Willkommen!
positive	2	1393	Habe Gruppen-Ex von Steffi von Wolff zu Ende gelesen und 5 Sterne dafür vergeben; klasse! @user ~http 
negative	2	35912	Kindergeld doppelt kassieren = Steuerhinterziehung ~http 
neutral	2	43736	Sehr; sehr traurige Lebensgeschichte. ~http 
positive	2	19603	heute cocktailtrinken in der leipziger city ;)
positive	2	45461	gute nacht welt!
positive	2	89402	Freude: Samsung Galaxy Tab - die Vorserie verspricht eine Alternative zum IPad ~http 
neutral	2	43108	Exklusive Kreuzfahrt-News des Tages: MSC MAGNIFICA fährt 2013 ab Hamburg! ~http 
negative	2	31520	Flash Banner an sich sind ja schon wiederlich; aber dann auch noch mit Ton und autoplay?
neutral	2	40810	Flensburg im Schnee und Eischaos und dazu der richtige Song zum Fest ~http 
negative	2	38745	weiße fingernägel sind der shit.. xD xD
negative	2	4381	Sorry für 1 Sekunde Unprofessionalität. Aber Apple vs. Samsung vs. Google vs. Nokia vs. Microsoft vs. Lodsys vs. PayPal fängt an zu nerven.
neutral	2	25280	Klassisches Festivalwetter in St.P. #frequency ~http 
neutral	2	24400	Das Samsung Galaxy Ace als MiFi hat was.
positive	2	10756	Unsere neue Homepage ist online! ~http  Wir freuen uns über Ihr Feedback!
neutral	2	33047	Vielen Dank für das KonFerenz-Special von der Podfee Annik Rubens zum Digitalrelease von "In Flagranti"! ~http 
positive	2	4010	guten morgen zusammen ersma ;-)
positive	2	25897	etwas zum Träumen  ~http 
positive	2	2044	Stallon rief sie und sie kamen. Dieser Film verspricht ein richtiges Actionfeuerwerk zu werden. ~http 
positive	2	24086	Sonne = Chillen; Chillen = Entspannen; Entspannen = Twittern
neutral	2	42198	endlich gibt es knackige URL's für Xing; schick auf Visitenkarten und Signaturen etc.. schnell die Eigene sichern !! ~http 
neutral	2	170390	Ich habe 20 Millionen Franken für Dro... ausgegeben. Ich habe meinen Audi R8; mein Flugzeug und mein Haus durch die Nase gezogen. ;-)
neutral	2	31238	Ich glaube ich jetzt funktioniert das mit dem Internet
neutral	2	19063	Dieses Video musst du dir ansehen! -- Hitler gegen Microsoft - Linux! ~http  via @user unbedingt anschauen !! ^^
negative	2	178910	Am Ende der Microsoft PK dieser monströs wirkende Teaseranfang. Aber dann die Ernüchterung....Nur ein Halo
neutral	2	36089	Gedichte-Freude:    Manfred H. Freude ~http 
neutral	2	44416	Kultur-Tipp: Täter auf freiem Fuß! Sammel Hinweise am #Tatort und finde den Bösewicht; beim Live-Krimi in #Hamburg! ~http 
positive	2	18355	Suuper: Postit-Motivcontest an Bürofenstern ~http  /v @user
neutral	2	22677	#Guttenberg An alle Doktoranden TK hat euch doch gutes getan ab jetzt werden die Dr-arbeiten sicherlich genau geprüft
neutral	2	7700	Und weil ich genau WUSSTE; dass @user gleich online kommt; bin ich noch nicht im Bett; nämlich.
neutral	2	150170	Wie oft hab ich den schon gesehen und nur Paris Hilton erkannt?! -.-
neutral	2	19295	Neuerscheinung und gleich die Nr. 1: LuuBooks Libreka E-Books und ~http 
positive	2	43164	Mom abholen :) (@ Oldenburg (Holst) Bahnhof) ~http
positive	2	5171	Nachdem der Sommer am Sonntag ja wieder ein Sommer werden soll feiern wir heute Abend unseren elektronischen... ~http
neutral	2	1257	Erstmal meinen Schreibtisch umräumen hier =)
neutral	2	23991	Nein Mann; ich will noch nicht gehn'; ich will noch 'nen bisschen tanzen!
neutral	2	10538	Benward ;)
neutral	2	12129	New from Kitejunkie.com KLB Meisterschaft 2.Lauf ~http  by Moritz
na	2	11011	tschöss isch das widr schnäll umegange..
neutral	2	30127	Ich habe ein YouTube-Video zu meinen Favoriten hinzugefügt. -- Despicable Me -  Agnes HD ~http 
positive	2	45462	schön das es lan-kabel gibt; die gefühlte 10m lang sind!
neutral	2	30764	Wobei Appel meiner Meinung auf den besten Weg ist ein 2 Microsoft zu werden
na	2	4229	Endlich halte ich iPad in den Händen. 5 Tage zu spät; danke #TNT
na	2	15544	Gute Idee. Würde glaub' ich nichts nützen. RT @user @user (Elternteil? Hm; hört sich irgendwie nach Zerstückeln an.)
neutral	2	61587	steht auf den Werbespot Song von Adidas Originals --&gt; Madcon - Beggin!!! ~http 
neutral	2	4417	Wenn Justiz und Gesetzgebung die #Mediation wirklich wollen; sollte so etwas hier eigentlich nicht sein: ~http 
neutral	2	46945	Sehr schön: Worst Case ist keine Wurstkiste! ~http
neutral	2	26090	...werde heute mal ein wenig entschlacken. Der #Apfelwein ist schon kalt gestellt.
neutral	2	11045	s git kei schlächts wätter; nur schlächti kleidig. schints
neutral	2	44675	Da hab ich aber eine schöne Hilfe ~http 
neutral	2	19461	Anschreiben ;*
positive	2	11261	Schön beim Bäcker gefrühstückt. Kalter frisch gepresster O-Saft is auch ne feine Flüssigkeit.
positive	2	19380	wärmt sich in ihrem gemütlichen zimmer auf :)
neutral	2	17416	yoga und blauer himmel!
neutral	2	3718	So nämlich.
neutral	2	14803	#Karlsruhe wird zur Nerd-Zone! ~http  (via @user)
negative	2	12800	Serial Dad; erster Film heute; war bis auf das Ende gut. Leider hat das Ende den Film durch wirre Präsentation und Inkonsistenz abgewertet.
negative	2	15184	Kann man immer noch nirgendwo FÜR Klimaerwärmung unterschreiben?! Ich hab die Schnauze voll vom Schnee!!!
neutral	2	41347	Ist meine Timeline eingeschlafen?
neutral	2	6855	as heißt der sieht 'so' viel besser aus?:O ich hab den irgentwie nch garnicht richtig gesheen...:O
neutral	2	40118	OMG @user hat einen Transvestiten im Schlafzimmer!! XD
positive	2	26087	Mein neuer lieblings #flighttracker :  ~http
positive	2	25025	My Bloody Valentine ist besser; als ich dachte: ~http 
positive	2	170422	Läck isch das geil mit em Pampersbomber Audi im Schnee z'fahre. #Understatement :P
negative	2	30359	Ich bin mir sicher es ist leichter mit merkel zu sprechen als mit jemandem bei der tickethotline #s04
positive	2	509	Avril Lavigne: Mit einer Verkaufsbilanz von mehr als 30 Millionen Alben ist die Sängerin eine Lichtgestalt unter ... ~http 
positive	2	19727	Nabend Ladys ^^ und die wenigen Herren... die es gibt ^^
positive	2	2047	so nun meld ich mcih auch mal wieder zu Wort :D bin zur Zeit leider auch etwas ausgelastet; so das ich kaum zum schreiben komme ^^
neutral	2	16642	In der #Elfenbeinküste verbrennen #Studierende ihre #Studentenausweise; um nicht Ouattaras Rebellen zum Opfer zu fallen. @user @user @user
na	2	28693	So; habe jetzt genug von den Schein-Knieschmerzen. Gehe mir jetzt gepflegt einen oder zwei oder... Glühwein trinken...
positive	2	19076	Dieses Video musst du dir ansehen! -- grabovoi-youtube-part1.m4v ~http
positive	2	18904	Sieg in Paderborn ~http 
na	2	26932	Wat de "Loulou" Schiltz kann; dat kann den Halsdorf scho laang. Och heen waert viru Geriicht géint de Colonel Ries verleieren.
neutral	2	14951	Nicht vergessen: Heute nachfastnachtliche Keller-Erstürmung ab 19.00 Uhr!
positive	2	12097	Bereits heute beginnt die Anreise zum Drachenfest nach Artlenburg. Wir sehen uns auf der Drachenwiese!!!
negative	2	28867	Die Blöden haben die Weltherrschaft übernommen; und wir sind schon in der Minderheit. Wolfgang Trepper ~http 
neutral	2	17258	#FF Sollte in keiner Timeline fehlen: @user mit lieben Grüßen aus Dubai!
positive	2	99083	Morgen oder übermorgen bekomme ich den 32 Zoll Fernseher und ein Sony Heimkino System :)
positive	2	41754	Noch eine Stunde; dann Schluss : D
positive	2	30771	Gerade Update auf 2.2.1 für mein Samsung Galaxy..und immer noch ein Geniales Telefon wer brauch da schon Apple..:-))
positive	2	37457	#kastagnettenkurs war mal wieder super - danke an alle Teilnehmerinnen.
positive	2	5742	Video: Das sicherste Fahrradschloss der Welt Eine verrückte Technik-Idee; die nicht nur Fahrraddiebe zum... ~http
neutral	2	41040	ich rede mit einer freundin über brüste und sie schickt mir plötzlich "wonderful life" von hurts - sie hat's erfasst!
neutral	2	30809	werd ich morgen im stande sein früh aufzustehn ??? je ne sais pas !!!!!
neutral	2	19275	Wellness am Freitag und LuuBooks für Intellektuelle; Intelligente sowieso; Sammler inklusive and Highspeed-Leser ~http 
negative	2	43452	der Weg nach Hause mit d. Bennek Bus dauerte 12 Stunden lang. Bei abstellen der Köffers sank mein man; und hat einen Slaganfall erlitten.
negative	2	152719	Man merkt dass Microsoft hinter "office: mac" steckt. Die Installation dauert ewig und 3 Tage !
neutral	2	25422	Demonstrant mit fremdenfeindlichen Parolen auf der Uni-Brücke.  #Rub #Bochum ~http 
negative	2	5488	Eon-Chef verzichtet auf Vortragsfolien - sonst müsste er sie womöglich sogar noch veröffentlichen. #Ethik #fail
positive	2	6043	Der Nikolaus war auch auf dem Kapellenhof und drehte mit den Kids sogar ein paar Runden auf seinem Schlitten! ~http 
neutral	2	42072	Hallo ihr Lieben!  Das Kontaktformular für die Grußkarten ist online! Es darf sehr gerne benutzt werden :)  Die... ~http 
negative	2	46167	Also immer nur eine Verlinkung auf eigene Seiten finde ich auch nicht so superspannend... oder man nimmt es hier nur als #Trafficbringer
positive	2	142207	noch voll gestopft von gestern... :-O mit mamas weihnachtsgeschenk spielen :P Nintendo DS :)
positive	2	44852	Ich bin bald durch mit Arbeiten. Nur noch ein paar Tage. Leben; ich komme! &lt;3. (Gute Nacht; Welt. Ich hab Frühschicht!)
neutral	2	7890	Ich hab KP; was ich schreiben soll...
neutral	2	12918	"Ich dachte .. wir ... waeren Freunde!" "Freunde? Alter.. Nur weil ich dich genagelt hab; bin ich nicht dein Freund; Jesus!"
positive	2	44561	Zurück in Curacao :)
positive	2	22100	#ff @user @user @user @user  Schönes Wochenende euch allen
neutral	2	41978	Dieses Video musst du dir ansehen! -- Manfred Kriegel; (THE PANHANDLERS) Cover "POOR BOY" (THE LORDS).MPG ~http  via @user
neutral	2	3624	es gibt Lieferengpässe für die neue Sony Vaio F-Serie Notebooks. Na ich warte dann wohl noch etwas; aber lasst mir bitte eins übrig ja? :D
neutral	2	29927	Meine Oma ist echt zu hart. Streut Cheyenne-Pfeffer über die Chips und stellt sie dann den Jungs heimlich wieder auf den Tisch.
positive	2	127675	fragt sich gerade; wie man es ohne Samsung #Galaxy S i9000 aushalten konnte.
neutral	2	126879	Na wer hat denn bei Sony die ganzen persönlichen Daten geklaut?Geohot? Wie gut das ich ne Wii hab.Alle mit Bankdaten kontroll.eure Auszüge!
neutral	2	16072	flyer im druck!  30.01 mit disco soul; funk von jenndy&hong; indieclash von philipp&claudia's discoinferno; detroit techno by brinker. yeah!
neutral	2	30203	Neues Event: ~http 
negative	2	29409	Geld-Rot finde ich ganz schön hart... #fcb
negative	2	123998	Zukünftiger Samsung Galaxy Besitzer vom Nebentisch hat endlich das Lokal verlassen. Selten soviel Schwachsinn (mitan)gehört.
positive	2	19774	Ich habe gerade einen anderen Blog eröffnet: ~http  Keine anderen Fotos ... aber mir gefällt das Styling mehr
positive	2	21704	der sommer ist die eindeutig bessere jahredzeit!
positive	2	45171	Feierabend und Sonnenschein - so wünsch ich mir das! Na hoffentlich haben die Jungs und Mädels bei Rock am Ring auch soviel Glück! #rar
neutral	2	22929	Aus religiösen Gründen - Stewardessen müssen zum Busen-Test ~http
negative	2	35365	SMS schreiben; mit so einem sog. "nicht iPhone" ist ganz schön schwierig
neutral	2	97738	ich kauf diiiiiiiiiir gucci und pradaaaaaa #SVVAG
negative	2	2506	Erdbeben in Köln?! Sorry; das war ich! Hatte die glorreiche Idee mal wieder Laufen zu gehen...
neutral	2	28715	Schmadtke als Sportdirektor; mmh. Aber warum sollte der H96 für unseren Chaosklub verlassen... #effzeh
positive	2	5712	Das perfekte Geschäft   ►► VİDEO  ~http 
positive	2	17206	Chinesische Weisheiten: Ein reines Herz lässt die Schönheit einer Frau wachsen ~http  via @user - Oh wie wahr!
positive	2	905	Ich habe @user gerade 6mal gefavt. &lt;3
neutral	2	30743	die Bild hat schon das Sommerloch entdeckt...so bereiten sie sich auf einen Zombie Angriff vor
neutral	2	33595	Noch mehr Fliegeransichten bei Panoramio? ~http  Viel Freude beim "Sessel-Fliegen" und Träumen...
neutral	2	36804	Hab gerade Werbung für den App store in einem #Android app gesehen :-D #fail
neutral	2	42371	#Holzwickede Haushaltsberatungen: Hälfte der Sparvorschläge gar nicht realisierbar: Seit Anfang der Woche sitzen... ~http 
neutral	2	170419	Ich mag ein YouTube-Video. -- Der neue Audi A6 - Nachfolger mit geschärftem Charakter ~http 
neutral	2	34101	alles muss raus!!!! piercingschmuck 50%
negative	2	38221	schon ein Bier macht mich depressiv. jawoll!
negative	2	30017	Oh man; unser Besuch weiß nicht was ein "Hackenporsche" ist
neutral	2	45036	Comment on NRW: Erdbeben der Stärke 4;4 by Michael: Hm… In Nettetal nichts davon gemerkt. Vielleicht war ich auc... ~http 
neutral	2	38563	M4 am 22. Mai 2011 LIVE in Pirmasens ! TREFFT DIE JUNGS PERSÖNLICH ! EINTRITT FREI ! ~http 
positive	2	11338	Ein weiterer kulinarischer Höhepunkt! ~http 
neutral	2	18252	Schön war´s - Jahresempfang des Wirtschaftsforums #Hersbruck - die #Werbegemeinschaft lebt! ~http 
neutral	2	21643	Und wir machen uns knackig (@ McFit Bonnerstr) ~http
neutral	2	15039	Marduk is der Stadtgott babylons Wusst ich garnich :D
neutral	2	19047	Paris Hilton kommt am 3.2. nach frankfurt...wer nimmt mich mit dorthin ?^^
negative	2	17625	Ich liebe @user. Aber leider bin ich nur einer unter Milliarden. :(
negative	2	40194	Ich glaube das maedl will mich veralbern
positive	2	14001	WahlRECHT; liebe Leute. Nicht WahlPFLICHT. Das ist ein Geschenk; keine chronische Krankheit. #Wahlmuffel
neutral	2	18247	Nettes Tool für #Socialmedia - über welche Plattform erreiche ich welchen Kunden? ~http 
neutral	2	23718	Kurioses Plugin: Das Bild hängt schief. ~http 
neutral	2	180921	Neu @ Kingbonus Samsung S8500 wave Gewinnspiel ~http  #geld #sparen
neutral	2	15631	Ich weiß; warum alle Welt MonCherie einpackt und verschenkt: Fragt man die Leute nämlich höflich; nehmen sie's nicht!
negative	2	22472	#S21 #Stresstest Nahverkehr im Filstal oft nur 30 Sekunden geplante Haltezeit --&gt; Verspätungen einprogrammiert
positive	2	28310	Hhm; lecker! - Rezepte; die Kindern wirklich schmecken - von Karolina Sparring et al. - Thorbecke. ~http 
positive	2	101822	Endlich: Die Nike Sneaker aus „Zurück in die Zukunft“ sind da! [Bildergalerie; Videos]: Turnschuh-Fan? „Zurück i... ~http
positive	2	12327	ich glaubs ja gar net; die paracetamol hat echt was gebracht... O.o dann geh ich jetzt schlafen! gut nacht... =)
positive	2	37533	Nichts zu tun... Vielleicht sollte ich mal was für die Schule machen?! Wäre wohl nicht schlecht =D Mal schauen...
neutral	2	14504	I liked a @user video ~http  Die Sendung mit der Maus - Liebe
neutral	2	170236	ins Bild -.- In einem Monat bekomme ich warscheinlich Sony Vegas Pro *_*  Achja und weil es grade speichert hängt das Internet total
neutral	2	15539	Hat sich eigentlich schon mal einer von Euch gefragt; warum @user sein Handtuch nicht mehr vom Kopf nimmt? Bad feather day?
na	2	39125	Das war mal nen anstrengender Tag! Aber morgen ist ja Wochenende. Problem nur; das ich da auch volles Program habe.
neutral	2	11515	ich grab einen geheimen tunnel von mir zu meiner herzdame...x]
na	2	4877	Boah gerad beim rasieren aftershave ins Auge bekommen - echt fies wie das brennt. Nunja dafür is die Kontaktlinse wieder lupenrein :-D
negative	2	7605	Schmiere mir gerade Haarfarbe auf die Ohren. D:
positive	2	13430	Ich mag ein YouTube-Video. -- Die Ärzte - Geisterhaus mit Text ~http
positive	2	40517	Ooh danke Fussballgott; Iniesta und Paul..Spanien ist Weltmeister!!! :D
neutral	2	41718	Getade aufgestanden...mal sehen ob wir essen bekommen x.x
neutral	2	11683	Navigationen ausblenden im #PHPKIT 1.6.5 leicht gemacht. Mehr Infos: ~http 
neutral	2	23031	Pro7 & Sat1: Unterhaltung trotz Feuer ~http
neutral	2	12367	Ich hab jetzt nur noch meine gefürchtete Physikklausur vor mir. Gott segne mich. XD
positive	2	28361	Kochidee des Tages: Selbstgemachte Bandnudeln in Mehlschwitze - ganz einfach; ganz lecker! ~http 
negative	2	7725	Oh Gott. Ich muss jetzt was essen.
negative	2	19224	Eines meiner Lieblingsrestaurants ist verschwunden -- inklusive dem gesamten Gebäudeblock...
neutral	2	116842	Wieso sieht Google heute eigentlich aus wie Bing? Haben die tatsächlich endlich Microsoft gekauft?
negative	2	2676	Man man man; den Job von der Eichinger kann ich auch noch machen; blablabla...#dsds
negative	2	7991	Quäle mich gerade durch "Blut & Barolo" ... Leseprobe gefiel mir; aber irgendwie kann ich jetzt mit den tierischen Helden nix mehr anfangen.
na	2	44986	Ist es nur freundschaft oder doch mehr? Ich weiß es nicht!! Ich bin da; wenn du mich brauchst.Ich glaub ich bin unglücklich verliebt :/
negative	2	13743	Also diese Sarah Engels ist mir absolut unsymphatisch! Also der würde ich kein Meter trauen #DSDS
neutral	2	32277	So; heute mal etwas früher ins Bett. Morgen Besprechung; möglichst ohne große Müdigkeit über die Runden bringen...
neutral	2	44921	Für Gewinner: ~http  Pokal aus Kristallglas! ~http 
negative	2	107333	I hate this Sony nonsense! „Dieses Video enthält Content von Sony Music Entertainment und APM. Es ist in deinem Land nicht mehr verfügbar.“
neutral	2	32278	Kein Spiellicht in der O2 World. Seit 30 Minuten Drittelpause. #ebb #fail
neutral	2	41833	Reiche fordern Reichensteuer; aber erst NACHDEM sie ihre Koffer in die Schweiz gebracht haben. Ihr wisst schon: Urlaub (zwinkerzwinker)
neutral	2	32092	Schlafen. Morgen Berufsschule; dann zu Angie :3
neutral	2	11257	Dort lebt er mit seiner Mutter und seinen zuckersüßen Geschwistern „Snickers“; „Bounty“ und „Toffy“. Es geht um Twixx!!
neutral	2	38607	Die buehne fuer heute abend :)  ~http 
neutral	2	29667	Die Fußballmädels sind zwar draußen. Aber die hier kickt einfach unbeirrt weiter. Und zu haben is‘ sie auch noch: ~http 
negative	2	10234	lächerlich
positive	2	18694	sitzt auf ihrem Garagendach und genießt SN die 3 te :)
positive	2	27587	Ich empfehle: DER FLIX - Heldentage 2.0 vom 24.02.2010 ~http
neutral	2	157806	Ach; der neue 3DS-Preis erhöht nartürlich denn Druck auf Sony und so ^_^'
neutral	2	9253	um viertel vor 11 wieder 1 1/2 std fahrstunde xx hoffentlich kann ichs noch xD haha
neutral	2	1106	Und der Jung ist erst 19; so neben bei ;) RT @user Alter Falter! RT @user Das Tor war so hammer ~http 
neutral	2	119648	Bei SONY waren selbst die Hacker von dem Sicherheitstandard der keiner ist entäuscht... ~http  #security #Hack
positive	2	21422	achja hab das neue essence und p2 sortiment gefunden *o* wuhuuu xD
neutral	2	31824	Wir können ja einen offenen Brief an die CDU schreiben; auf dass die Sorgen verbieten. Ich wäre dafür. @user
neutral	2	6264	#Killerspiele #verbot #gez #bürgerrecht #zensur ~http  #piraten+ #cdu- #spd- #btw09 #spiele
neutral	2	44985	Ich bin morgen weg; höhö.. Ich schreibs dir dann ^^ @user
positive	2	29347	ENDLICH... ab 23. Dezember im Kino: ~http  #tintin #spielberg
negative	2	3351	Sagte gestern ein Typ zu mir:'Mensch; ohne Jogginghose hätte ich dich ja fast gar nicht erkannt.Du kannst ja richtig chic aussehen!'-Spasti!
positive	2	36901	Das schöne an Hausverbot in der #bgs: Man kann sie aussprechen ohne dass man das Schiedsgericht oder Ordnungsmaßn. braucht. (cc @user)
neutral	2	24412	Nintendo will keine “Garagen Entwickler”-Spiele auf Nintendo Geräten ~http 
neutral	2	42331	Ich hab nen Pott voll grüne Bohnensuppe gekocht; wer was will möge bitte mit einem Tellerchen vorbeikommen. Gez: Der Suppenkasper
negative	2	14118	Nicht toll; nach Sony wurde nun auch BioWare gehackt.  ~http  @user @user @user
neutral	2	5692	Brilliante Eikommensmöglichkeit 1/5 ►► VİDEO  ~http 
negative	2	14362	Lt Synonymwörterbuch sagt man auch "bemannt"/"beweibt". Ok; muss ja nicht alles nach 7.Himmel klingen; das aber klingt nach Zuchtstation Ó;ò
neutral	2	161110	ist schon seit einer Woche MCTS: Microsoft Office SharePoint Server 2007 - Configuration (2009) ; gibt damit aber nicht so an ;-)
neutral	2	30266	i'v a stomachache.
neutral	2	44878	Ich gehe jetzt schlafen und ja; ich weiß; dass es Freitag ist :/ Aber ich bin so kaputt! Gute Nacht euch allen später &lt;3
positive	2	29450	Ganz feines Video: RT @user hot chip hot chip hot chip - es ist so geil! ~http 
neutral	2	38370	Jetzt werden marci und ich schon per Handschlag beim döner begrüßt. Wir sind halt zwei stadtbekannte Größen!
neutral	2	113833	"Da sitzen die profimuetter mit ihren gucci taschen und den teuren kindern" #angekommen #hamburg #rothenbaum :)
neutral	2	52611	Apple und Microsoft erwägen Bündnis gegen Google  ~http 
negative	2	44065	pff; wer braucht schon liebe oder schlaf ?!
neutral	2	45520	in dr Stadt.|will nach Hause :D
neutral	2	39142	Die ersten Menschen beschweren sich schon das meine ICQ nummer kapput ist! Nein ist sie nicht das muss so!
neutral	2	7238	ja ok dann sag ich ma Neu &gt;&gt; microsoft veröffentlicht windows update - zweck dieses update ist unbekannt (cont) ~http 
negative	2	45781	macht Facebook heute auch noch was anderes außer #Fails anzeigen //mg
positive	2	39209	Neues Lieblingsvideo gefunden! :-) ~http 
neutral	2	45912	Heinz Strunk ("In Afrika") ist sehr komisch; aber auch absolut ohne Mitleid. Das scheint zusammen zu gehören.
positive	2	27578	Ich empfehle: Dodge & Burn ~http 
neutral	2	10956	euer bester freund
positive	2	37515	Heute #Worldcup! Leider noch ohne #ger dafür aber schon mit #fra! Das wird noch ein spannender Abend heute!
neutral	2	46322	Mankiw (Buch S. 5): "Wenn die Regierung den ökonomischen Kuchen in gleichmäßigere Stücke schneidet; wird der ganze Kuchen kleiner!"
positive	2	14178	In Europa gibts ja schon schwarze Pisten; in Kanada "double black diamonds"; und das wo die Ösis sonst das Skigebiet sperren würden! Rules!
positive	2	9587	Guten morgen 
neutral	2	19478	Lw ;P | Wer Will Verheiratet Oder Soo Haben ? ; Nachricht Schreiben  «3
neutral	2	20739	kommen gerade vom Plastic Bomb Radio Interview... danke an Sven und  Vasko... Ausstrahlung ist am 17. November... natürlich live!
neutral	2	16648	Ich will ein Asteroid von Parrot bei @user gewinnen #gizmodoDE
positive	2	20703	Wow! Duisburg ist doch nicht so tot; wie es manchmal tut!! Vielen Dank an alle Anwesenden; war ja mal wirklich... ~http 
